,id,lang,description,bot,translation,test_set_1,test_set_2,description_lang
704,452817554,en,Future Doctor/Rapper,0,['Future Doctor/Rapper'],0.0,0.0,en
705,823241647,en,,0,,0.0,0.0,en
706,1411660735,en,LHS Varsity Lax,0,['LHS Varsity Lax'],0.0,0.0,en
707,361943550,es,"I love music , reading , The Twilight Saga, my family and friends ... I was born January 19th, 1998. Follow me and I'll follow you.",0,"[""I love music , reading , The Twilight Saga, my family and friends ... I was born January 19th, 1998. Follow me and I'll follow you.""]",1.0,0.0,en
708,2595110809,en,,0,,0.0,0.0,en
709,263920631,en,"Visual artist.Developer.MusicHead.B.S. in Business.Foodie.Entrepreneur.Cannabis. SchitzoAffective Survivor.Get2KnowMe,BUT ask @Nicci_IsNeechee 1st ♀ ♀. #VIMGOD",0,"['Visual artist.Developer.MusicHead.B.S. in Business.Foodie.Entrepreneur.Cannabis. SchitzoAffective Survivor.Get2KnowMe,BUT ask @Nicci_IsNeechee 1st ♀ ♀. #VIMGOD']",0.0,0.0,en
710,261781756,en,Future Division one Basketball coach Educated blk man with no dependents!,0,['Future Division one Basketball coach Educated blk man with no dependents!'],0.0,0.0,en
711,45627569,en,Just Keeping It Real Tweeps! Oh and NoH8er's allowed!!!  Married Gay man Here ... Deal with your issues I'll deal with mine. Deal?! I'm Uncensored here,0,"[""Just Keeping It Real Tweeps! Oh and NoH8er's allowed!!!  Married Gay man Here ... Deal with your issues I'll deal with mine. Deal?! I'm Uncensored here""]",1.0,1.0,en
712,1104076022,en,R.I.P Mercades,0,['R.I.P Mercades'],0.0,0.0,en
713,1065027181,en,i like taking my top off ...of my mustang❤️,0,['i like taking my top off ...of my mustang❤️'],0.0,0.0,en
714,594142749,es,,0,,1.0,1.0,es
715,86235989,en,,0,,1.0,1.0,en
716,245812733,en,Proud Hindu | #NationalIntegrationNazi | Sophisticated UP wala | Politics | Policy | Current Affairs | Humour | Music | Randomness | Avid reader of @OpIndia_com,0,['Proud Hindu | #NationalIntegrationNazi | Sophisticated UP wala | Politics | Policy | Current Affairs | Humour | Music | Randomness | Avid reader of @OpIndia_com'],0.0,0.0,en
717,486111271,en,||SHS'16|| okay...,0,"[""||SHS'16|| okay...""]",0.0,0.0,en
718,27244453,en,"We're scared, but we ain't shakin'; kinda bent, but we ain't breakin'.",0,"[""We're scared, but we ain't shakin'; kinda bent, but we ain't breakin'.""]",0.0,0.0,en
719,86805382,en,"Mom, webcomic creator, artist, gamer, #ExtraLife, Navy vet, ex-nuke, college grad (BA Cultural Anthropology), feminist, researcher.. I wear a lot of hats!",0,"['Mom, webcomic creator, artist, gamer, #ExtraLife, Navy vet, ex-nuke, college grad (BA Cultural Anthropology), feminist, researcher.. I wear a lot of hats!']",0.0,0.0,en
720,26683817,zh-tw,Life is too short to waste. Smile & be kind always.,0,['Life is too short to waste. Smile & be kind always.'],0.0,0.0,en
721,2482076730,ko,난 너를 지키는 저 빛의 기사처럼,0,['I keep you low light of articles like'],0.0,0.0,ko
722,18510639,en,"Sea kayaking in Jersey with Derek Hairon. Founder of Jersey Kayak Adventures,author of Sit on top kayak.BCU level 5 sea coach.Sea Kayak tours,courses & coaching",0,"['Sea kayaking in Jersey with Derek Hairon. Founder of Jersey Kayak Adventures,author of Sit on top kayak.BCU level 5 sea coach.Sea Kayak tours,courses & coaching']",0.0,0.0,en
723,102895387,en,,0,,0.0,0.0,en
724,2323069159,en,03/14/15 ❤️,0,['03/14/15 ❤️'],1.0,0.0,
725,24197313,en,Actor. Writer. Worlds Greatest Extra. GoDaddy super bowl ad guy. Schmoolie. documentary subject. please email brianna@cleartalentgroup.com for booking,0,['Actor. Writer. Worlds Greatest Extra. GoDaddy super bowl ad guy. Schmoolie. documentary subject. please email brianna@cleartalentgroup.com for booking'],0.0,0.0,en
726,412754103,en,"Irving, tx. Honeymoon Ave.",0,"['Irving, tx. Honeymoon Ave.']",0.0,0.0,en
727,424328175,en,"Social + digital @Raytheon. I love movies, CrossFit, comics, sports, dogs, GIFs + bad jokes. Bad iPhone speller. All opinions are mine (and subject to change).",0,"['Social + digital @Raytheon. I love movies, CrossFit, comics, sports, dogs, GIFs + bad jokes. Bad iPhone speller. All opinions are mine (and subject to change).']",1.0,1.0,en
728,2941279177,en,// Gaming // comics // puppies //  [✿] (Ɔ ˘⌣˘)♥(˘⌣˘ C) @fairx818x [✿]¬,0,['// Gaming // comics // puppies //  [✿] (Ɔ ˘⌣˘)♥(˘⌣˘ C) @fairx818x [✿]¬'],1.0,1.0,en
729,2218308561,en,❤Chyanne Eve Cabral❤,0,['❤Chyanne Eve Cabral❤'],0.0,0.0,en
730,603047832,en,Carpe Diem. Keep it real 100% n remain humble .  #TeamFollowBack #TeamTrini.*Lawyer In The Making *,0,['Carpe Diem. Keep it real 100% n remain humble .  #TeamFollowBack #TeamTrini.*Lawyer In The Making *'],0.0,0.0,en
731,28757342,en,amanartist,0,['amanartist'],0.0,0.0,en
732,222617763,en,I love farting on toilet seats & mobility scooters. I have #TeamFollowBack inked on my helmet. I used to have #AIDS but recently got the all clear. 18+,0,['I love farting on toilet seats & mobility scooters. I have #TeamFollowBack inked on my helmet. I used to have #AIDS but recently got the all clear. 18+'],0.0,0.0,en
733,40897354,en,Fine Artist: Sculpture.Sound.Videohttp://t.co/1XkSMaKDIQEmail: redmarks@gmail.comhttp://t.co/BhJArq2ONd,0,['Fine Artist: Sculpture.Sound.Videohttp://t.co/1XkSMaKDIQEmail: redmarks@gmail.comhttp://t.co/BhJArq2ONd'],1.0,1.0,en
734,333078665,en,i like to compete- DCA sr. 5 -msn,0,['i like to compete- DCA sr. 5 -msn'],1.0,0.0,en
735,1114707913,en,"I got records to break, medals to take",0,"['I got records to break, medals to take']",1.0,1.0,en
736,53308462,en,Nada personal.,0,['Nothing personal.'],0.0,0.0,es
737,568388087,en,,0,,0.0,0.0,en
738,2334997532,en,,0,,0.0,0.0,en
739,2193685661,en,,0,,0.0,0.0,en
740,335080461,en,"Imagine there's no countries, It isn't hard to doNothing to kill or die for, And no religion too, Imagine all the people, Living life in peace",0,"[""Imagine there's no countries, It isn't hard to doNothing to kill or die for, And no religion too, Imagine all the people, Living life in peace""]",1.0,0.0,en
741,128266623,en,"San Francisco , California . insta @ Jocelyn_nnn",0,"['San Francisco , California . insta @ Jocelyn_nnn']",1.0,0.0,ro
742,2971533842,en,Error 404: Height not found,0,['Error 404: Height not found'],0.0,0.0,en
743,1527066073,en,"Strange fella, wandering the world, with no real plan at all.",0,"['Strange fella, wandering the world, with no real plan at all.']",1.0,0.0,en
744,363991245,en,CoOoOoler than the otha side of yo pillow✨,0,['CoOoOoler than the otha side of yo pillow✨'],0.0,0.0,en
745,21714748,en,,0,,0.0,0.0,en
746,152077459,en,A lady who is trying to figure out what life is.. One tweet at a time ;),0,['A lady who is trying to figure out what life is.. One tweet at a time ;)'],0.0,0.0,en
747,636764655,en,"They will lie to you, don't trust em'",0,"[""They will lie to you, don't trust em'""]",0.0,0.0,en
748,58983782,en,29. Klutz. Whovian. Gryffindor. CNA. Country Girl. Honda Lover. Dog Obsessor. Football & Golf Watcher. My ❤️ belongs to @therealjonnyb82 #ILoveMyInmate,0,['29. Klutz. Whovian. Gryffindor. CNA. Country Girl. Honda Lover. Dog Obsessor. Football & Golf Watcher. My ❤️ belongs to @therealjonnyb82 #ILoveMyInmate'],1.0,1.0,en
749,545516275,en,"Mine-imator animator, designer, Wannabe game developer.",0,"['Mine-imator animator, designer, Wannabe game developer.']",1.0,0.0,en
750,33726503,en,An Ex-Silicon Gypsy with an urge to make music.,0,['An Ex-Silicon Gypsy with an urge to make music.'],1.0,0.0,en
751,32628646,en,"Marketing Manager - INTRUST Bank Arena in Wichita, KS. Former NCAA Marketer - AZ, Wich. St. & Ark. Self proclaimed Fantasy Football Expert. Opinions are my own.",0,"['Marketing Manager - INTRUST Bank Arena in Wichita, KS. Former NCAA Marketer - AZ, Wich. St. & Ark. Self proclaimed Fantasy Football Expert. Opinions are my own.']",0.0,0.0,en
752,91823642,en,"A 49 year old guy that's single and looking for love. I tweet about my oassion for: music, movies, sports, comic books, fitness, and geeky culture. This is me!",0,"[""A 49 year old guy that's single and looking for love. I tweet about my oassion for: music, movies, sports, comic books, fitness, and geeky culture. This is me!""]",0.0,0.0,en
753,51465730,en,Am a blogger who blogs mainly about Pokémon and some random anime/manga. Currently am a student and I wanna be the best Game Designer that no one ever was!!!!,0,['Am a blogger who blogs mainly about Pokémon and some random anime/manga. Currently am a student and I wanna be the best Game Designer that no one ever was!!!!'],0.0,0.0,en
754,969199590,en,Feelin Like Me Mixtape,0,['Feelin Like Me Mixtape'],0.0,0.0,en
755,270752804,en,Josiah Samuel Pacheco ⚽ currently a professional soccer player and hope to maybe one day play in the MLS or god willing more follow me,0,['Josiah Samuel Pacheco ⚽ currently a professional soccer player and hope to maybe one day play in the MLS or god willing more follow me'],1.0,0.0,en
756,2290521421,en,Hi I'm a normal guy trying to get a follow from 5/5 [: I love Rain my kik Jsmooth575,0,"[""Hi I'm a normal guy trying to get a follow from 5/5 [: I love Rain my kik Jsmooth575""]",1.0,1.0,en
757,433559911,en-gb,"Mechanical Engineer to be. Fine Positivist Spanish Gentleman. Real Madrid, Formula 1 & E, Pendulum, Madeon, Simpsons. TF2. Lonely, like Ted Mosby",0,"['Mechanical Engineer to be. Fine Positivist Spanish Gentleman. Real Madrid, Formula 1 & E, Pendulum, Madeon, Simpsons. TF2. Lonely, like Ted Mosby']",0.0,0.0,en
758,146252687,en,Speak Softly. Carry a Big Stick.,0,['Speak Softly. Carry a Big Stick.'],1.0,0.0,en
759,2398614422,en,RHS'15 BSU'19 #LoganStrong Light Blue Squad,0,"[""RHS'15 BSU'19 #LoganStrong Light Blue Squad""]",0.0,0.0,en
760,913855980,en,Addicted to the Internet and food consumer. instagram: juhamess | snapchat: juhamess,0,['Addicted to the Internet and food consumer. instagram: juhamess | snapchat: juhamess'],0.0,0.0,en
761,375871540,en,"-I drive a stick shift-Rest in paradise Jordan Harris-I like Harry Potter more than you-I'm only half white-#FHSB-Sports fanatic-Respect me, I respect you-",0,"[""-I drive a stick shift-Rest in paradise Jordan Harris-I like Harry Potter more than you-I'm only half white-#FHSB-Sports fanatic-Respect me, I respect you-""]",0.0,0.0,en
762,297808691,en,tryna make everything hype. turn uh MTSU 19,0,['tryna make everything hype. turn uh MTSU 19'],0.0,0.0,en
763,27014940,en,,0,,0.0,0.0,en
764,363309757,en,,0,,1.0,1.0,en
765,2169418620,en,,0,,0.0,0.0,en
766,167099444,en,IG: JustADLModern Day Hippie.,0,['IG: JustADLModern Day Hippie.'],1.0,0.0,en
767,23413533,en,Jesus Follower. Youth Coach. Business Office Manager at Glen Carr House. Can I pray for you about anything? 316-259-0735,0,['Jesus Follower. Youth Coach. Business Office Manager at Glen Carr House. Can I pray for you about anything? 316-259-0735'],0.0,0.0,en
768,624223536,en,"I make games. Sometimes I play them, too. http://t.co/QCpo71yPk8 justin@wyrd-games.net",0,"['I make games. Sometimes I play them, too. http://t.co/QCpo71yPk8 justin@wyrd-games.net']",0.0,0.0,en
769,2287761206,en,,0,,0.0,0.0,en
770,546074374,en,WRHS5-26-14,0,['WRHS5-26-14'],0.0,0.0,en
771,612832024,en,Fern❤ | sleep deprived,0,['Fern❤ | sleep deprived'],1.0,0.0,en
772,252595286,en,"Calcio Goddess ~ Worship Me ~ Healer, Feminist, Advocate, Activist, Strega, Menefreghista. Juventus FC, Man United, Phila Union, Dallas Cowboys. FORZA AZZURRI!",0,"['Calcio Goddess ~ Worship Me ~ Healer, Feminist, Advocate, Activist, Strega, Menefreghista. Juventus FC, Man United, Phila Union, Dallas Cowboys. FORZA AZZURRI!']",0.0,0.0,en
773,159691975,en,"| there’s a devil in your smile that’s chasing me, and every time i turn around it’s only gaining speed | 03.22.15 |",0,"['| there’s a devil in your smile that’s chasing me, and every time i turn around it’s only gaining speed | 03.22.15 |']",1.0,0.0,en
774,216112755,en,18. Traveller. Feminist. Vegetarian. Coffee addict. Soon to be Student Nurse. Currently travelling New Zealand!,0,['18. Traveller. Feminist. Vegetarian. Coffee addict. Soon to be Student Nurse. Currently travelling New Zealand!'],1.0,1.0,en
775,574566147,en,Annyeong Haseyo! ♥ Karen-imnida! Imma KPOPer! | Multifandom | God's Daughter | SUNGJAE'S LEGAL WIFE | IG: @kcanumay | TUMBLR: @kcanumay | Wattpad: KarenCanumay,0,"[""Annyeong Haseyo! ♥ Karen-imnida! Imma KPOPer! | Multifandom | God's Daughter | SUNGJAE'S LEGAL WIFE | COUSIN: @kcanumay | TUMBLR: @kcanumay | Wattpad: KarenCanumay""]",1.0,0.0,ceb
776,898427606,en,"Love God, love Dragon Boat, love music, love my friends. That's me in a nutshell :) My girlfriend is amazing",0,"[""Love God, love Dragon Boat, love music, love my friends. That's me in a nutshell :) My girlfriend is amazing""]",0.0,0.0,en
777,455802121,en,"Sports fan, makeup/skincare/haircare junkie, avid reader, traveler, eater & drinker! Work @ Neiman Marcus w/ Kiehl's skincare brand. All opinions my own.",0,"[""Sports fan, makeup/skincare/haircare junkie, avid reader, traveler, eater & drinker! Work @ Neiman Marcus w/ Kiehl's skincare brand. All opinions my own.""]",0.0,0.0,en
778,405970201,en,"Chief Meteorologist KOCO (Oklahoma City). CBM Seal #531. Lover of the outdoors & ski bum ,Gear head, Dog owner,Awesome Husband GooglePlus +damonlane,Emmy-Nom.",0,"['Chief Meteorologist KOCO (Oklahoma City). CBM Seal #531. Lover of the outdoors & ski bum ,Gear head, Dog owner,Awesome Husband GooglePlus +damonlane,Emmy-Nom.']",0.0,0.0,en
779,392963387,en,1HUNDUN,0,['1HUNDUN'],0.0,0.0,en
780,1370908110,en,Being cremated is my last hope for asmoking hot body.,0,['Being cremated is my last hope for asmoking hot body.'],0.0,0.0,en
781,27493957,en,sɓuıɿǝǝɟ oʎ ʞɔnɟ,0,['sɓuıɿǝǝɟ oʎ ʞɔnɟ'],0.0,0.0,en
782,1535051239,en,FactFinder 12 Investigative Reporter at KWCH. Send news tips to lseabrook@kwch.com. Follow @goseabrook too!,0,['FactFinder 12 Investigative Reporter at KWCH. Send news tips to lseabrook@kwch.com. Follow @goseabrook too!'],0.0,0.0,en
783,1690030831,en,Affiliated Too The CowBoy Life,0,['Affiliated Too The CowBoy Life'],0.0,0.0,en
784,882866095,en,"Here, there and everywhere..",0,"['Here, there and everywhere..']",1.0,1.0,en
785,2425786212,en,"KADDU DEEWANI n DAY (KADDU) DREAMER , LOVE KARANIKA LIKE HELL , SHOPAHOLIC , LIVE EACH DAY n TRY TO MESS WID ME U WILL SEE WAT A DEVILEST DEVIL I M",0,"['KADDU DEEWANI n DAY (KADDU) DREAMER , LOVE KARANIKA LIKE HELL , SHOPAHOLIC , LIVE EACH DAY n TRY TO MESS WID ME U WILL SEE WAT A DEVILEST DEVIL I M']",0.0,0.0,en
786,1408968848,en,"Yo'. I'm @HeartFlux's bot! Surprise surprise! { The bot fambam ;; @BlueysBot, @SorasBot, @NamisBot, & @ItsAquasBot. }",0,"[""Yo'. I'm @HeartFlux's bot! Surprise surprise! { The bot fambam ;; @BlueysBot, @SorasBot, @NamisBot, & @ItsAquasBot. }""]",0.0,0.0,en
787,573246139,en,OSU ΚΔ. Norwegian born+bred .Livin' la vida Okla. There is no method to my madness.,0,"[""OSU ΚΔ. Norwegian born+bred .Livin' la vida Okla. There is no method to my madness.""]",0.0,0.0,en
788,2265815350,en,My life $üçkś a$$ right now... How about yours?,0,['My life $üçkś a$$ right now... How about yours?'],0.0,0.0,en
789,315458934,en,He who makes a beast of himself gets rid of the pain of being a man. | 18 | Kansas |     ♉,0,['He who makes a beast of himself gets rid of the pain of being a man. | 18 | Kansas |     ♉'],0.0,0.0,en
790,104960620,en,,0,,0.0,0.0,en
791,1347167636,en,"live in the sky, you can live here too.",0,"['live in the sky, you can live here too.']",1.0,0.0,en
792,2290332602,en,cuz i feel like it,0,['cuz i feel like it'],0.0,0.0,en
793,50252197,en,"Marketeer, feminist, foodie, tea lover, likes to paint, partial towards calvin & hobbes, old monk and sarcasm.",0,"['Marketeer, feminist, foodie, tea lover, likes to paint, partial towards calvin & hobbes, old monk and sarcasm.']",0.0,0.0,en
794,1136566969,en,Natural human being. Lover extra-ordinaire...,0,['Natural human being. Lover extra-ordinaire...'],1.0,1.0,en
795,2987929881,en,,0,,0.0,0.0,en
796,1715023975,en,THFC | Star Wars,0,['THFC | Star Wars'],0.0,0.0,en
797,2505586309,ru,Do not say that I have no feelings! I feel hungry! Constantly!,0,['Do not say that I have no feelings! I feel hungry! Constantly!'],0.0,0.0,en
798,143405692,en,"Aries ♈Student- Foreign languages. Regina Mills, Abby Griffin, Sharon Raydor RULE!  ❤ #OutlawQueen #EvilRegal #Hoodie #Dragonette #Pretty #Kabby #Shandy",0,"['Aries ♈Student- Foreign languages. Regina Mills, Abby Griffin, Sharon Raydor RULE!  ❤ #OutlawQueen #EvilRegal #Hoodie #Dragonette #Pretty #Kabby #Shandy']",0.0,0.0,en
799,636709756,en,,0,,0.0,0.0,en
800,2240095033,en,~{Fashion a heart that is wholey ¥ours}~            Cheerleader~dancer~oklahoman,0,['~{Fashion a heart that is wholey ¥ours}~            Cheerleader~dancer~oklahoman'],1.0,1.0,en
801,375777649,en,--- whatever,0,['--- whatever'],1.0,1.0,en
802,1539759007,en,Read more of my poetry @ http://t.co/W04sBA1ZFH or http://t.co/ANXyA8Fvm4,0,['Read more of my poetry @ http://t.co/W04sBA1ZFH or http://t.co/ANXyA8Fvm4'],0.0,0.0,pl
803,1689315170,es,my life is a constant back account.,0,['my life is a constant back account.'],1.0,1.0,en
804,282616462,en,,0,,0.0,0.0,en
805,2433146611,fr,Dude...that's crasy..dude...thas crazsy:p (bot for @Decalburg),0,"[""Dude...that's crasy..dude...thas crazsy:p (bot for @Decalburg)""]",1.0,0.0,en
806,21253156,en,Expeditor/Receptionist and avid book reader. Also Nana,0,['Expeditor/Receptionist and avid book reader. Also Nana'],0.0,0.0,en
807,624058980,en,"If you think adventure is dangerous, try routine, it's lethal.",0,"[""If you think adventure is dangerous, try routine, it's lethal.""]",0.0,0.0,en
808,2408175668,en,Hype Dance Company & EHS pom↠↡↟↞↠↡↟↞↠↡↟↞↠↡↟↞↠↡↟↞↠↡↟↞,0,['Hype Dance Company & EHS pom↠↡↟↞↠↡↟↞↠↡↟↞↠↡↟↞↠↡↟↞↠↡↟↞'],0.0,0.0,fr
809,366407174,en,more broken then your iphone screen.,0,['more broken then your iphone screen.'],0.0,0.0,en
810,1648972316,en,16. CHS,0,['16. CHS'],0.0,0.0,en
811,2460935354,en,I'm not that interesting.,0,"[""I'm not that interesting.""]",1.0,0.0,en
812,472301455,en,Future constellation.,0,['Future constellation.'],0.0,0.0,en
813,2927086706,en,"NHS'16 •''Reach for the moon, even if you miss you'll land among the stars.''",0,"[""NHS'16 •''Reach for the moon, even if you miss you'll land among the stars.''""]",1.0,1.0,en
814,1403795054,en,swag and also honeys,0,['swag and also honeys'],0.0,0.0,en
815,422839809,en,18 year old singer and chocolate enthusiest.                         Millikin University Class of 2019!,0,['18 year old singer and chocolate enthusiest.                         Millikin University Class of 2019!'],0.0,0.0,en
816,2937792273,en,Snapchat: Kendroid23      Facebook: Kendrick Green IG:_ANTRON_    Kik:Kendroid22,0,['Snapchat: Kendroid23 Facebook: Kendrick Green IG:Kik _ANTRON_:Kendroid22'],0.0,0.0,tr
817,70557274,en,Runaway.,0,['Runaway.'],0.0,0.0,en
818,85826876,en,Her name is Kenna and she dances on the sand..,0,['Her name is Kenna and she dances on the sand..'],0.0,0.0,en
819,392385320,en,diary of a mad black woman || Howard University '19 sc: kennedyjo4,0,"[""diary of a mad black woman || Howard University '19 sc: kennedyjo4""]",0.0,0.0,en
820,343749080,en,Events Consultant / Producer / Frustrated Journalist  / Instagram: @kennethnhol / Facebook: Kenneth Nhol / SKYPE: nholmseno,0,['Events Consultant / Producer / Frustrated Journalist  / Instagram: @kennethnhol / Facebook: Kenneth Nhol / SKYPE: nholmseno'],1.0,0.0,en
821,182276961,en,Every second you live is another second closer to death.,0,['Every second you live is another second closer to death.'],0.0,0.0,en
822,413056775,en,Only the hard and strong may call themselves a Spartan,0,['Only the hard and strong may call themselves a Spartan'],0.0,0.0,en
823,1392978859,en,,0,,0.0,0.0,en
824,14982885,en,"piano player for 20 Minute Loop, video producer, gypsy/tramp/thief, rabblerouser, Pandora music analyst (opinions mine), podcast host @SuaveAndSeal, papa",0,"['piano player for 20 Minute Loop, video producer, gypsy/tramp/thief, rabblerouser, Pandora music analyst (opinions mine), podcast host @SuaveAndSeal, papa']",1.0,1.0,en
825,98596642,en,17 | instagram: kiarunicole | Strive not to be noticed but your absence felt,0,['17 | instagram: kiarunicole | Strive not to be noticed but your absence felt'],1.0,0.0,en
826,243060684,en,Software Engineer by Profession with keen interest in #IR & #FP.Got my Feet on the Ground & Head held high.A #Kashmiri to the Core & a Music Junkie :-),0,['Software Engineer by Profession with keen interest in #IR & #FP.Got my Feet on the Ground & Head held high.A #Kashmiri to the Core & a Music Junkie :-)'],0.0,0.0,en
827,1321364888,en,Your Typical Pokemon Expert and to-be Streamer (hopefully),0,['Your Typical Pokemon Expert and to-be Streamer (hopefully)'],0.0,0.0,en
828,35942782,en,,0,,0.0,0.0,en
829,281711633,en,$UPR3M3 B0YZ,0,['$UPR3M3 B0YZ'],0.0,0.0,en
830,1232534634,en,Saint Louis University BMLS CA✈️PH,0,['Saint Louis University BMLS CA✈️PH'],1.0,1.0,en
831,36874110,en,IG: @kinfolkdinero,0,['IG: @kinfolkdinero'],0.0,0.0,en
832,78967328,en,Respect existence or expect resistance THOMASIAN ARCHITECT,0,['Respect existence or expect resistance THOMASIAN ARCHITECT'],0.0,0.0,en
833,339444631,en,Viking! Ethos. I am constantly bored and the concept of an eternity frightens me. #unicorn insta: kingjordan1993,0,['Viking! Ethos. I am constantly bored and the concept of an eternity frightens me. #unicorn insta: kingjordan1993'],0.0,0.0,en
834,221187678,en,Music Producer | Recording Engineer | Mix Engineer | Videographer | GFX | ARTrepreneur kingkhanbeats@gmail.com #GRINDHOURS Dri,0,['Music Producer | Recording Engineer | Mix Engineer | Videographer | GFX | ARTrepreneur kingkhanbeats@gmail.com #GRINDHOURS Dri'],0.0,0.0,en
835,49691940,en,hippie at heart.,0,['hippie at heart.'],0.0,0.0,en
836,1069354226,en,surrounded by blessings & love ✨,0,['surrounded by blessings & love ✨'],1.0,0.0,en
837,1116301764,en,"yo yo KIRIZZ here! sup!i love my bhaiya's shiv and navin and my sis:bhavana, nikhat and nisha❤️luke hemmings❤️200415",0,"[""yo yo KIRIZZ here! sup!i love my bhaiya's shiv and navin and my sis:bhavana, nikhat and nisha❤️luke hemmings❤️200415""]",1.0,0.0,en
838,446905532,en,NINER GANG BITCH || Yay Area || Dancer || I love EDM and junk food ||,0,['NINER GANG BITCH || Yay Area || Dancer || I love EDM and junk food ||'],1.0,0.0,en
839,430979463,en,DJ/Producer                         Musik is my life!!!,0,['DJ/Producer                         Musik is my life!!!'],1.0,0.0,en
840,2285711065,en,Married and have 3 energetic children. Dairy Farming in Taranaki.,0,['Married and have 3 energetic children. Dairy Farming in Taranaki.'],0.0,0.0,en
841,14307043,en,"Long-time chip geek. Principal Analyst, Tirias Research. Enjoys gadgets, cars, wine, beer, and Maui. Recovering New Yorker.",0,"['Long-time chip geek. Principal Analyst, Tirias Research. Enjoys gadgets, cars, wine, beer, and Maui. Recovering New Yorker.']",0.0,0.0,en
842,604176461,en,People read what they want to see… not what you really write,0,['People read what they want to see… not what you really write'],0.0,0.0,en
843,1200888036,en,,0,,1.0,0.0,en
844,430588488,en,Designer. Photographer. Entertainment Lover.,0,['Designer. Photographer. Entertainment Lover.'],0.0,0.0,en
845,2156476916,en,I am what I am.,0,['I am what I am.'],0.0,0.0,en
846,15888676,en,Lv: 26 Gamer.[3DS: 1075-0851-4241][WiiU: Vandroiy_K][PSN: Laighde][XBL: Vandroiy K][Steam: Kuiggert],0,['Lv: 26 Gamer.[3DS: 1075-0851-4241][WiiU: Vandroiy_K][PSN: Laighde][XBL: Vandroiy K][Steam: Kuiggert]'],0.0,0.0,lt
847,2680793168,en,DM[V] HalaMadrid TAE,0,['DM[V] HalaMadrid TAE'],1.0,0.0,en
848,156751025,en,Arsenalforeverbitches,0,['Arsenalforeverbitches'],0.0,0.0,en
849,2157979582,en,This is where i think out loud...,0,['This is where i think out loud...'],0.0,0.0,en
850,1321733300,en,abcdefghjijkylahlmnopqrstuvwxyz,0,['abcdefghjijkylahlmnopqrstuvwxyz'],1.0,0.0,en
851,391650964,en,Local/breaking news reporter @TheOklahoman; Former @OColly editor-in-chief,0,['Local/breaking news reporter @TheOklahoman; Former @OColly editor-in-chief'],1.0,1.0,en
852,1654056680,en,,0,,1.0,1.0,en
853,1646872513,en,Turkey,0,['Turkey'],1.0,0.0,en
854,2717096415,en,just a young nigga trying get it ‼️#FreeMel #FreeBert #EveryThing4MyDaughter,0,['just a young nigga trying get it ‼️#FreeMel #FreeBert #EveryThing4MyDaughter'],0.0,0.0,en
855,536234966,en,♥JesusChrist| 1Kor13:11 | Fam's | dutawisatatoraja2013/2014| 27dec96,0,"[""♥JesusChrist| 1Kor13:11 | Fam's | dutawisatatoraja2013/2014| 27dec96""]",0.0,0.0,pl
856,797268164,en,,0,,0.0,0.0,en
857,539977804,da,fuck us all the end,0,['fuck us all the end'],1.0,1.0,en
858,291594394,en,18,0,['18'],1.0,1.0,
859,101098094,en,"LO-FI FEMME talking disability, being brown, fat, queer and in a body with a mind the world isn't ready for. If I know you IRL, @ me before following. She/Her.",0,"[""LO-FI FEMME talking disability, being brown, fat, queer and in a body with a mind the world isn't ready for. If I know you IRL, @ me before following. She/Her.""]",0.0,0.0,en
860,233444535,en,Just someone with an inquiring mind.,0,['Just someone with an inquiring mind.'],1.0,0.0,en
861,520328342,en,"if you hate me but you religiously check my account, then bitch you're a fan",0,"[""if you hate me but you religiously check my account, then bitch you're a fan""]",0.0,0.0,en
862,2594420244,ja,I ♡ @AdamLambert since 2014. Secret #Queen & #littlemonster. @DrBrianMay @LadyGaga & #AdamLambert #TheOriginalHigh #GhostTown #Antibullying #EqualityForAll #No8,0,['I ♡ @AdamLambert since 2014. Secret #Queen & #littlemonster. @DrBrianMay @LadyGaga & #AdamLambert #TheOriginalHigh #GhostTown #Antibullying #EqualityForAll #No8'],0.0,0.0,en
863,887026338,en,Purveyor of random thoughts. Occasional writer of things. Roast potato connoisseur & other assorted shite. Co-host of @colddarkpoetry,0,['Purveyor of random thoughts. Occasional writer of things. Roast potato connoisseur & other assorted shite. Co-host of @colddarkpoetry'],1.0,1.0,en
864,2719640706,en,"Mother of 6, Glamma of 1, Reiki Practioner, Master Esthetician, Tanning Guru.....Isn't that enough!Keeping it real ❤ Awareness Advocate",0,"[""Mother of 6, Glamma of 1, Reiki Practioner, Master Esthetician, Tanning Guru.....Isn't that enough!Keeping it real ❤ Awareness Advocate""]",1.0,0.0,en
865,2911861962,en,'cause Good Girls are Bad Girls .. Im just a simple girl chasing my dreams .,0,"[""'cause Good Girls are Bad Girls .. Im just a simple girl chasing my dreams .""]",1.0,0.0,en
866,66789784,en,Carlito man Death Valley out here man. U know me I take to the street w/any of these mudafawkers. But these newkids nowadays got no respect 4human life PACHANGA,0,['Carlito man Death Valley out here man. U know me I take to the street w/any of these mudafawkers. But these newkids nowadays got no respect 4human life PACHANGA'],1.0,0.0,en
867,495020496,en,6' w/ a DAGGER | Senior English Major | Future Technical Writer | ΣΤΔ | Dream team,0,"[""6' w/ a DAGGER | Senior English Major | Future Technical Writer | ΣΤΔ | Dream team""]",0.0,0.0,en
868,1476770959,en,,0,,1.0,0.0,en
